Chromosome	Start	End	Num.Probes	Segment.Mean
chr19	90910	260941	10	1.4537
chr19	260941	1023324	200	1.05247
chr19	1023324	1057461	13	1.47503
chr19	1057461	1700198	162	1.06186
chr19	1700198	1727250	10	1.47534
chr19	1727250	2429804	169	1.04538
chr19	2429804	23200336	10118	1.88842
chr19	23200336	23219512	10	1.12899
chr19	23219512	28248958	880	1.87138
chr19	28248958	28358638	68	2.33623
chr19	28358638	28456024	75	1.86789
chr19	28456024	29077304	535	2.29688
chr19	29077304	29095963	17	1.70112
chr19	29095963	29269012	92	2.32753
chr19	29269012	31507795	1745	1.83437
chr19	31507795	31623711	82	2.32365
chr19	31623711	35425133	2633	1.85279
chr19	35425133	35686341	172	2.42444
chr19	35686341	37067002	754	1.90004
chr19	37067002	39298403	1152	2.7891
chr19	39298403	41433680	1162	2.35699
chr19	41433680	41881203	255	2.80437
chr19	41881203	45621792	2016	2.35249
chr19	45621792	46052783	165	3.35865
chr19	46052783	46498254	159	2.36568
chr19	46498254	46886951	209	3.38843
chr19	46886951	52975942	3139	2.33466
chr19	52975942	52992685	10	1.59563
chr19	52992685	54839506	1259	2.36461
chr19	54839506	56623203	1040	3.1369
chr19	56623203	58271348	1120	2.29105
chr19	58271348	59097855	467	1.41506
chr20	61305	8102696	6167	2.80403
chr20	8102696	8397181	238	2.31189
chr20	8397181	10282588	1620	2.70116
chr20	10282588	21112892	8800	2.33876
chr20	21112892	23637450	1865	2.57818
chr20	23637450	34142523	3844	2.89378
chr20	34142523	34167140	10	1.97453
chr20	34167140	35700653	699	2.8986
chr20	35700653	35703729	12	2.18697
chr20	35703729	35720923	59	2.95632
chr20	35720923	35730022	10	2.09137
chr20	35730022	62956154	19743	2.8816
chr21	10736871	11028663	86	0.886001
chr21	11028663	14366829	43	1.36006
chr21	14366829	14629249	58	1.91831
chr21	14629249	15057831	200	2.66486
chr21	15057831	15492327	181	2.28827
chr21	15492327	19502879	2817	2.8132
chr21	19502879	24266143	3635	2.29482
chr21	24266143	24293954	12	3.04812
chr21	24293954	32709909	6416	2.31263
chr21	32709909	32861792	134	2.68982
chr21	32861792	48096958	11183	3.05843
chr22	16052528	30072393	9233	1.8767
chr22	30072393	30088750	10	1.21264
chr22	30088750	50966973	14526	1.80945
chr22	50966973	50984985	10	1.23231
chr22	50984985	51234456	146	1.84608
chrMT	408	16149	107	2.56567
chrX	168477	6459728	3415	1.32744
chrX	6459728	6464682	12	2.11572
chrX	6464682	17017072	7534	1.34725
chrX	17017072	17042478	10	0.92273
chrX	17042478	24619595	4623	1.35125
chrX	24619595	24643342	11	2.06948
chrX	24643342	50655935	15476	1.31781
chrX	50655935	50671514	10	0.900121
chrX	50671514	81193810	12126	1.34806
chrX	81193810	81228835	12	1.82203
chrX	81228835	90342733	5143	1.3175
chrX	90342733	90362063	11	1.86676
chrX	90362063	120390219	16682	1.32871
chrX	120390219	120406663	13	1.88929
chrX	120406663	143157047	13649	1.32966
chrX	143157047	143275166	15	1.79587
chrX	143275166	155233847	7225	1.33502
chrY	2650438	16538238	4148	2.43908
chrY	16538238	16559681	11	4.3698
chrY	16559681	59018260	4711	2.5246
